period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,percentage_seen_within_4_hours
MSitAE-MAY-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13703,0,5400,7,0,0,5027,0,0,4,0,0,426,607,1430,0,0,105,May,63.314602641757276
MSitAE-MAY-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,18941,0,8925,0,0,0,8118,0,310,0,0,0,1125,929,4017,0,0,551,May,57.1405944775883
MSitAE-MAY-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6977,0,1936,0,0,0,2175,0,25,0,0,0,684,116,1082,0,0,40,May,68.82614304142182
MSitAE-MAY-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8269,563,8180,86,1,111,4924,3,1239,42,0,10,235,884,1590,0,0,147,May,40.45229169186117
MSitAE-MAY-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18018,0,7916,431,0,0,7995,0,316,66,0,0,581,382,7463,0,0,663,May,55.62770562770562
MSitAE-MAY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26332,0,9477,0,0,0,11839,0,295,0,0,0,1185,901,7248,0,415,1724,May,55.039495670666874
MSitAE-MAY-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5587,0,6010,0,0,243,2430,0,490,0,0,7,539,112,2486,0,0,1458,May,56.506175049221405
MSitAE-MAY-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12430,1868,2321,1480,0,108,4159,0,2,412,0,0,687,1,4356,132,16,4727,May,66.54062751407885
MSitAE-MAY-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8354,0,2941,144,0,207,4717,0,43,54,0,4,754,556,2199,0,0,1749,May,43.53603064400287
MSitAE-MAY-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14039,0,12558,27,0,0,7326,0,2153,9,0,0,1149,602,3997,0,0,1474,May,47.81679606809602
MSitAE-MAY-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,13042,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,May,0.0
MSitAE-MAY-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7960,0,727,67,0,0,2827,0,0,0,0,0,554,387,2121,0,0,558,May,64.48492462311557
MSitAE-MAY-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8039,0,3717,114,0,107,4234,0,349,56,0,7,628,590,2375,0,46,779,May,47.33175768130364
MSitAE-MAY-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16286,0,9357,93,0,1319,6961,0,964,23,0,53,1714,840,2513,0,0,496,May,57.25776740758934
MSitAE-MAY-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14013,0,4077,0,0,0,4958,0,2,0,0,0,989,201,3841,0,390,1237,May,64.61856847213302
MSitAE-MAY-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15997,984,9467,1219,0,0,7637,92,333,270,0,0,1659,343,2854,0,0,411,May,52.25979871225855
TOTAL,TOTAL,TOTAL,TOTAL,1439178,50602,841230,33543,644,51095,584646,2024,32615,9149,13,738,96215,42555,414156,1490,4558,144489,May,59.37639402492256
MSitAE-NOVEMBER-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15295,0,0,0,0,0,5422,0,0,0,0,0,1160,16,3104,0,0,316,November,64.55050670153645
MSitAE-NOVEMBER-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2593,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1704,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,932,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5559,0,0,271,0,0,358,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2243,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2435,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,November,0.0
MSitAE-NOVEMBER-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9116,151,4749,0,0,0,4665,0,93,0,0,0,567,604,2876,0,0,1468,November,48.82623957876262
MSitAE-NOVEMBER-2024,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2822,0,0,0,0,0,40,0,0,0,0,0,0,0,0,133,November,0.0
MSitAE-NOVEMBER-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,November,0.0
MSitAE-NOVEMBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1581,0,0,17,0,0,95,0,0,1,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6145,0,3036,470,0,152,2998,0,16,208,0,2,355,102,2155,0,0,1229,November,51.21236777868185
MSitAE-NOVEMBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7229,0,2646,0,0,48,4248,0,49,0,0,5,693,490,2460,0,0,1080,November,41.236685572001655
MSitAE-NOVEMBER-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,November,0.0
MSitAE-NOVEMBER-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,November,0.0
MSitAE-NOVEMBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655,1136,3542,0,0,0,4531,0,357,0,0,0,271,264,3890,766,0,2024,November,57.47536367902393
MSitAE-NOVEMBER-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1002,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4293,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5160,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022,0,1388,830,0,8,1933,0,0,198,0,0,182,3,2619,0,0,1098,November,72.472230133865
MSitAE-NOVEMBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9113,0,0,31,0,0,3569,0,0,0,0,0,470,0,2998,0,0,547,November,60.83616811148909
MSitAE-NOVEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4281,0,0,72,0,44,2006,0,0,0,0,0,171,168,881,0,0,236,November,53.141789301565055
MSitAE-NOVEMBER-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3746,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192,0,0,0,0,0,4397,0,0,0,0,0,659,549,3138,0,0,914,November,60.713009292351686
MSitAE-NOVEMBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1013,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7988,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6119,0,0,1810,0,0,36,0,0,3,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2106,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11925,1148,5849,586,0,1387,6023,20,324,274,0,46,770,11,4470,16,0,1443,November,49.49266247379455
MSitAE-NOVEMBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10909,0,0,6,0,0,2475,0,0,0,0,0,260,36,1823,0,0,318,November,77.31231093592447
MSitAE-NOVEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13190,0,0,429,0,0,4164,0,0,0,0,0,436,208,1359,0,0,261,November,68.43062926459439
MSitAE-NOVEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12663,1573,5335,0,0,992,5288,81,0,0,0,0,685,32,3685,23,0,2771,November,58.24054331517018
MSitAE-NOVEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13207,0,4126,0,0,7217,5892,0,0,0,0,0,2087,13,4389,0,0,727,November,55.38729461649125
MSitAE-NOVEMBER-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1925,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7341,0,8383,0,0,0,3754,0,362,0,0,0,254,451,2363,0,194,295,November,48.86255278572402
MSitAE-NOVEMBER-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4036,0,0,316,0,3806,1602,0,0,94,0,7,196,44,1771,0,0,524,November,60.307234886025775
MSitAE-NOVEMBER-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1350,0,0,0,0,0,12,0,0,0,0,0,0,0,2,468,November,0.0
MSitAE-NOVEMBER-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7118,0,0,0,0,0,62,0,0,0,0,0,0,0,0,14,November,0.0
MSitAE-NOVEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7857,0,1079,277,0,69,3311,0,38,115,0,1,712,397,2798,0,78,863,November,57.859233804250984
MSitAE-NOVEMBER-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1313,0,0,0,0,0,7,0,0,0,0,0,0,0,33,0,November,0.0
MSitAE-NOVEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22593,1372,5366,1319,0,1143,10126,52,564,464,0,32,764,908,8644,30,49,1416,November,55.18080821493383
MSitAE-NOVEMBER-2024,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9426,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7837,0,0,607,0,0,252,0,0,7,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2882,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2902,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,7982,0,0,278,0,0,447,0,0,39,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5647,0,0,203,0,0,222,0,0,2,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13107,0,4597,0,0,0,5292,0,0,0,0,0,752,120,4285,4,0,2534,November,59.62462806134127
MSitAE-NOVEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4191,261,1375,14,0,20,1575,0,0,5,0,0,144,45,1094,0,0,304,November,62.41947029348604
MSitAE-NOVEMBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16427,2334,0,0,0,0,6438,161,0,0,0,0,1332,530,5439,14,0,1506,November,60.80842515371035
MSitAE-NOVEMBER-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,November,0.0
MSitAE-NOVEMBER-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5764,0,10707,0,0,0,3047,0,665,0,0,0,579,607,2314,0,92,1310,November,47.13740458015267
MSitAE-NOVEMBER-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7755,0,595,43,0,0,2998,0,0,0,0,0,464,524,1883,0,0,335,November,61.3410702772405
MSitAE-NOVEMBER-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8706,0,340,0,0,0,3167,0,0,0,0,0,434,39,2476,0,0,886,November,63.622788881231344
MSitAE-NOVEMBER-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,November,0.0
MSitAE-NOVEMBER-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12780,0,8560,86,0,836,4285,0,389,20,0,5,861,644,5839,0,0,1042,November,66.47104851330204
MSitAE-NOVEMBER-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6074,1077,125,123,0,0,2581,0,0,26,0,0,408,257,1466,0,0,165,November,57.50740862693448
MSitAE-NOVEMBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10036,0,9057,329,0,0,4244,0,193,0,0,0,1557,0,2021,0,0,233,November,57.71223595057792
MSitAE-NOVEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4604,299,1724,145,0,0,1982,0,0,65,0,0,478,17,1306,0,0,1049,November,56.95047784535186
MSitAE-NOVEMBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5659,0,0,0,0,0,92,0,0,0,0,0,0,0,2,0,218,November,0.0
MSitAE-NOVEMBER-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,13642,0,0,0,0,0,262,0,0,0,0,0,0,0,0,46,November,0.0
MSitAE-NOVEMBER-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13334,0,9844,0,0,0,4741,0,628,0,0,0,430,1164,4052,0,73,1791,November,64.44427778611069
MSitAE-NOVEMBER-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10500,0,2421,0,0,0,6116,0,250,0,0,0,358,1562,3301,0,189,2053,November,41.75238095238095
MSitAE-NOVEMBER-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,12011,0,0,489,0,0,190,0,0,10,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2194,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9509,891,3183,0,0,0,2531,0,0,0,0,0,731,116,2577,0,57,1442,November,73.38311073719635
MSitAE-NOVEMBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30826,0,5416,4,0,2,10484,0,360,0,0,1,2760,66,8908,0,202,1270,November,65.98974891325504
MSitAE-NOVEMBER-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5062,0,889,351,0,19,1889,0,1,90,0,0,406,96,1131,0,0,328,November,62.68273409719478
MSitAE-NOVEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13817,2346,13830,0,0,0,6410,339,145,0,0,0,728,709,8036,0,0,377,November,53.60787435767532
MSitAE-NOVEMBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13200,0,5254,1,0,0,5194,0,0,0,0,0,464,503,1417,0,0,114,November,60.651515151515156
MSitAE-NOVEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13436,450,7891,794,0,580,7449,0,256,429,0,25,881,1077,5264,0,0,3097,November,44.55939267639179
MSitAE-NOVEMBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5109,0,2292,0,0,0,2886,0,246,0,0,0,203,700,1686,0,0,1392,November,43.51145038167939
MSitAE-NOVEMBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15478,0,8859,79,0,1114,6876,0,420,25,0,0,1662,776,3897,0,0,274,November,55.57565576947926
MSitAE-NOVEMBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12296,860,6320,0,0,0,6019,94,488,0,0,0,104,32,1716,41,139,589,November,51.0491216655823
MSitAE-NOVEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11574,0,3844,0,0,0,3989,0,15,0,0,0,638,276,3419,0,0,431,November,65.53481942284431
MSitAE-NOVEMBER-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8745,0,1654,328,0,34,3829,0,45,94,0,2,740,451,2448,0,0,844,November,56.21497998856489
MSitAE-NOVEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7812,0,1855,0,0,623,4639,0,0,0,0,0,556,117,1756,0,0,218,November,40.616999487967234
MSitAE-NOVEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,0,0,0,3559,0,0,0,0,0,539,329,2769,0,0,509,November,66.00114635078333
MSitAE-NOVEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7812,0,8991,0,0,1655,3855,0,731,0,0,69,345,17,2683,0,125,2335,November,50.65284178187404
MSitAE-NOVEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9073,0,2921,139,0,842,3095,0,74,11,0,55,592,377,3241,0,28,1039,November,65.887798963959
MSitAE-NOVEMBER-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8588,0,7456,0,0,771,3719,0,330,0,0,0,847,21,4208,0,0,565,November,56.69538891476479
MSitAE-NOVEMBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13411,0,5203,33,0,0,8428,0,72,10,0,0,681,261,2878,0,0,760,November,37.15606591603907
MSitAE-NOVEMBER-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2104,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,November,0.0
MSitAE-NOVEMBER-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6472,0,0,612,0,0,38,0,0,0,0,0,0,0,0,0,November,0.0
