Code,System,Type 1 Departments,Type 2 Departments,Type 3 Departments,Total Attendances,Attendances < 4 hours (Type 1),Attendances < 4 hours (Type 2),Attendances < 4 hours (Type 3),Total Attendances < 4 hours,Attendances > 4 hours (Type 1),Attendances > 4 hours (Type 2),Attendances > 4 hours (Type 3),Total Attendances > 4 hours,Percentage in 4 hours (all),Percentage in 4 hours (Type 1),Percentage in 4 hours (Type 2),Percentage in 4 hours (Type 3),Emergency Admissions Type 1,Emergency Admissions Type 2,Emergency Admissions Type 3 and 4,Total Emergency Admissions via A&E,Other Emergency Admissions (not via A&E),Total Emergency Admissions,Patients spending >4 hours from decision to admit,Patients spending >12 hours from decision to admit,Month,Percentage_Under_4_Hours,Holiday_Event_Month
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,13561.0,479.0,8237.0,22277.0,5822.0,479.0,7995.0,14296.0,7739.0,0.0,242.0,7981.0,0.6417381155451811,0.4293193717277487,1,0.9706203714944761,6153.0,0.0,0.0,6153.0,3118.0,9271.0,2009.0,1209.0,1,64.17381155451811,1
QJG,NHS Suffolk And North East Essex Integrated Care Board,21748.0,0.0,13570.0,35318.0,11344.0,0.0,13213.0,24557.0,10404.0,0.0,357.0,10761.0,0.6953111727730902,0.521611182637484,-,0.9736919675755342,7908.0,0.0,344.0,8252.0,1729.0,9981.0,2850.0,1256.0,1,69.53111727730902,1
QXU,NHS Surrey Heartlands Integrated Care Board,27079.0,0.0,6302.0,33381.0,16349.0,0.0,6028.0,22377.0,10730.0,0.0,274.0,11004.0,0.6703513975015728,0.6037519849329739,-,0.9565217391304348,7930.0,0.0,0.0,7930.0,2450.0,10380.0,2731.0,859.0,1,67.03513975015728,1
QNX,NHS Sussex Integrated Care Board,33163.0,1494.0,27614.0,62271.0,19314.0,1487.0,26863.0,47664.0,13849.0,7.0,751.0,14607.0,0.7654285301344125,0.5823960437837349,0.9953145917001339,0.9728036503223003,11453.0,32.0,45.0,11530.0,2453.0,13983.0,3444.0,1387.0,1,76.54285301344125,1
QUA,NHS Black Country Integrated Care Board,46668.0,1145.0,29932.0,77745.0,26944.0,1017.0,28474.0,56435.0,19724.0,128.0,1458.0,21310.0,0.7258987716251849,0.5773549327162081,0.8882096069868995,0.9512895897367366,16274.0,0.0,0.0,16274.0,4189.0,20463.0,7725.0,1342.0,1,72.58987716251849,1
QWO,NHS West Yorkshire Integrated Care Board,64783.0,247.0,24287.0,89317.0,40007.0,247.0,23737.0,63991.0,24776.0,0.0,550.0,25326.0,0.7164481565659393,0.617553987928932,1,0.9773541400749373,14310.0,0.0,297.0,14607.0,5326.0,19933.0,8113.0,1385.0,1,71.64481565659393,1
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",19713.0,294.0,11474.0,31481.0,11944.0,294.0,10917.0,23155.0,7769.0,0.0,557.0,8326.0,0.7355230138813887,0.605894587328159,1,0.9514554645284992,6566.0,0.0,8.0,6574.0,4249.0,10823.0,1782.0,85.0,3,73.55230138813887,1
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",24854.0,0.0,18835.0,43689.0,15636.0,0.0,18698.0,34334.0,9218.0,0.0,137.0,9355.0,0.7858728741788551,0.6291140259113222,-,0.9927263074064242,7050.0,0.0,0.0,7050.0,2752.0,9802.0,646.0,6.0,3,78.5872874178855,1
QHL,NHS Birmingham And Solihull Integrated Care Board,39474.0,268.0,18247.0,57989.0,23668.0,268.0,18233.0,42169.0,15806.0,0.0,14.0,15820.0,0.7271896394143716,0.59958453665704,1,0.999232750589138,12249.0,0.0,0.0,12249.0,4958.0,17207.0,4688.0,2226.0,3,72.71896394143717,1
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",26096.0,2309.0,8581.0,36986.0,16886.0,2233.0,7860.0,26979.0,9210.0,76.0,721.0,10007.0,0.729438165792462,0.6470723482526057,0.9670853183196189,0.9159771588392961,8725.0,10.0,0.0,8735.0,3520.0,12255.0,2461.0,509.0,3,72.9438165792462,1
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",37413.0,5340.0,12383.0,55136.0,24211.0,5320.0,11781.0,41312.0,13202.0,20.0,602.0,13824.0,0.7492745211839814,0.6471280036351001,0.9962546816479401,0.9513849632560769,11957.0,998.0,59.0,13014.0,6200.0,19214.0,2199.0,150.0,3,74.92745211839814,1
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,25001.0,0.0,12082.0,37083.0,14502.0,0.0,11353.0,25855.0,10499.0,0.0,729.0,11228.0,0.6972197502898902,0.5800567977280908,-,0.9396623075649727,6214.0,0.0,184.0,6398.0,2152.0,8550.0,2372.0,1230.0,3,69.72197502898902,1
QYG,NHS Cheshire And Merseyside Integrated Care Board,78001.0,1604.0,50569.0,130174.0,44403.0,1484.0,47719.0,93606.0,33598.0,120.0,2850.0,36568.0,0.7190836879868484,0.5692619325393264,0.9251870324189526,0.9436413613083114,22524.0,79.0,0.0,22603.0,8501.0,31104.0,9912.0,4490.0,3,71.90836879868485,1
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,6214.0,0.0,11738.0,17952.0,2651.0,0.0,11079.0,13730.0,3563.0,0.0,659.0,4222.0,0.7648172905525846,0.42661731573865463,-,0.9438575566536037,2116.0,0.0,72.0,2188.0,1125.0,3313.0,1104.0,649.0,3,76.48172905525847,1
QWU,NHS Coventry And Warwickshire Integrated Care Board,26952.0,1824.0,10652.0,39428.0,18580.0,1744.0,10427.0,30751.0,8372.0,80.0,225.0,8677.0,0.7799279699705793,0.6893737013950727,0.956140350877193,0.9788772061584678,6462.0,119.0,94.0,6675.0,2384.0,9059.0,1359.0,318.0,3,77.99279699705794,1
QHM,NHS North East And North Cumbria Integrated Care Board,79889.0,2795.0,63174.0,145858.0,45699.0,2670.0,62476.0,110845.0,34190.0,125.0,698.0,35013.0,0.7599514596388268,0.572031193280677,0.9552772808586762,0.9889511507898819,26897.0,42.0,772.0,27711.0,12257.0,39968.0,6848.0,814.0,3,75.99514596388268,1
QJK,NHS Devon Integrated Care Board,29346.0,616.0,13967.0,43929.0,16169.0,553.0,13304.0,30026.0,13177.0,63.0,663.0,13903.0,0.6835120307769356,0.5509779867784366,0.8977272727272727,0.9525309658480704,9176.0,0.0,0.0,9176.0,4650.0,13826.0,2642.0,813.0,3,68.35120307769355,1
QVV,NHS Dorset Integrated Care Board,18802.0,0.0,8410.0,27212.0,11425.0,0.0,8399.0,19824.0,7377.0,0.0,11.0,7388.0,0.7285021314126121,0.6076481225401553,-,0.9986920332936979,6167.0,1.0,4.0,6172.0,2812.0,8984.0,1405.0,229.0,3,72.85021314126121,1
QMF,NHS North East London Integrated Care Board,49860.0,3409.0,38843.0,92112.0,30957.0,2952.0,37301.0,71210.0,18903.0,457.0,1542.0,20902.0,0.7730805975334376,0.620878459687124,0.8659430918157818,0.9603017274669825,14901.0,0.0,0.0,14901.0,1954.0,16855.0,4200.0,2224.0,3,77.30805975334376,1
QNQ,NHS Frimley Integrated Care Board,23412.0,993.0,11851.0,36256.0,14787.0,993.0,11851.0,27631.0,8625.0,0.0,0.0,8625.0,0.7621083406884378,0.6315991799077396,1,1.0,6440.0,0.0,0.0,6440.0,294.0,6734.0,2452.0,218.0,3,76.21083406884378,1
QR1,NHS Gloucestershire Integrated Care Board,12985.0,0.0,7142.0,20127.0,7534.0,0.0,7119.0,14653.0,5451.0,0.0,23.0,5474.0,0.7280270283698514,0.5802079322294956,-,0.9967796135536264,2751.0,0.0,0.0,2751.0,1835.0,4586.0,1260.0,847.0,3,72.80270283698515,1
QOP,NHS Greater Manchester Integrated Care Board,88020.0,3828.0,34300.0,126148.0,47115.0,3710.0,32722.0,83547.0,40905.0,118.0,1578.0,42601.0,0.6622934965278878,0.5352760736196319,0.9691745036572623,0.9539941690962099,22849.0,195.0,672.0,23716.0,5722.0,29438.0,11262.0,2849.0,3,66.22934965278878,1
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,41307.0,2342.0,24902.0,68551.0,24963.0,2195.0,24138.0,51296.0,16344.0,147.0,764.0,17255.0,0.7482895946083937,0.6043285641658799,0.9372331340734416,0.9693197333547506,12881.0,21.0,1.0,12903.0,5840.0,18743.0,3210.0,215.0,3,74.82895946083937,1
QE1,NHS Lancashire And South Cumbria Integrated Care Board,43360.0,0.0,33939.0,77299.0,26112.0,0.0,32672.0,58784.0,17248.0,0.0,1267.0,18515.0,0.7604755559580331,0.6022140221402214,-,0.9626683166858186,12156.0,0.0,331.0,12487.0,5726.0,18213.0,5207.0,2604.0,3,76.0475555958033,1
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,19442.0,1229.0,5474.0,26145.0,10894.0,1229.0,5462.0,17585.0,8548.0,0.0,12.0,8560.0,0.6725951424746606,0.5603332990433083,1,0.9978078187796858,5947.0,0.0,0.0,5947.0,2198.0,8145.0,2121.0,548.0,3,67.25951424746606,1
QM7,NHS Hertfordshire And West Essex Integrated Care Board,26522.0,0.0,23108.0,49630.0,14654.0,0.0,22465.0,37119.0,11868.0,0.0,643.0,12511.0,0.7479145678017328,0.5525224342055652,-,0.9721741388263805,9470.0,0.0,101.0,9571.0,1281.0,10852.0,1881.0,182.0,3,74.79145678017328,1
QOQ,NHS Humber And North Yorkshire Integrated Care Board,41495.0,394.0,23873.0,65762.0,23248.0,394.0,22146.0,45788.0,18247.0,0.0,1727.0,19974.0,0.6962683616678325,0.5602602723219665,1,0.9276588614753069,14231.0,2.0,0.0,14233.0,4157.0,18390.0,5100.0,2107.0,3,69.62683616678325,1
QJ2,NHS Derby And Derbyshire Integrated Care Board,29040.0,0.0,23052.0,52092.0,17590.0,0.0,22763.0,40353.0,11450.0,0.0,289.0,11739.0,0.7746486984565768,0.6057162534435262,-,0.9874631268436578,7154.0,0.0,256.0,7410.0,3020.0,10430.0,2260.0,502.0,3,77.46486984565767,1
QKS,NHS Kent And Medway Integrated Care Board,55529.0,0.0,42756.0,98285.0,38452.0,0.0,41194.0,79646.0,17077.0,0.0,1562.0,18639.0,0.8103576334130336,0.6924669992256298,-,0.9634671157264477,14862.0,0.0,499.0,15361.0,3591.0,18952.0,4853.0,2029.0,3,81.03576334130335,1
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",21708.0,1886.0,15293.0,38887.0,12007.0,1772.0,15289.0,29068.0,9701.0,114.0,4.0,9819.0,0.7474991642451205,0.5531140593329648,0.9395546129374337,0.9997384424246387,6265.0,3.0,0.0,6268.0,3542.0,9810.0,2619.0,982.0,3,74.74991642451205,1
QJM,NHS Lincolnshire Integrated Care Board,10655.0,0.0,22021.0,32676.0,3734.0,0.0,19734.0,23468.0,6921.0,0.0,2287.0,9208.0,0.7182029624189007,0.3504458000938527,-,0.8961445892557105,4411.0,0.0,0.0,4411.0,1239.0,5650.0,2054.0,919.0,3,71.82029624189006,1
QH8,NHS Mid And South Essex Integrated Care Board,31755.0,0.0,6117.0,37872.0,21804.0,0.0,5829.0,27633.0,9951.0,0.0,288.0,10239.0,0.7296419518377694,0.6866320264525272,-,0.9529180971064247,9313.0,0.0,183.0,9496.0,1269.0,10765.0,2893.0,7.0,3,72.96419518377694,1
QMM,NHS Norfolk And Waveney Integrated Care Board,26264.0,0.0,12956.0,39220.0,17227.0,0.0,12954.0,30181.0,9037.0,0.0,2.0,9039.0,0.7695308516063233,0.6559168443496801,-,0.9998456313677061,6780.0,0.0,0.0,6780.0,2875.0,9655.0,2490.0,682.0,3,76.95308516063233,1
QMJ,NHS North Central London Integrated Care Board,51039.0,6146.0,16660.0,73845.0,31504.0,5878.0,15042.0,52424.0,19535.0,268.0,1618.0,21421.0,0.7099194258243618,0.6172534728344992,0.9563944028636512,0.9028811524609844,8161.0,2.0,0.0,8163.0,1295.0,9458.0,4048.0,2056.0,3,70.99194258243618,1
QRV,NHS North West London Integrated Care Board,53485.0,3881.0,48994.0,106360.0,34651.0,3864.0,47547.0,86062.0,18834.0,17.0,1447.0,20298.0,0.809157578036856,0.6478638870711414,0.9956196856480288,0.970465771318937,17233.0,0.0,0.0,17233.0,2166.0,19399.0,3345.0,621.0,3,80.9157578036856,1
QPM,NHS Northamptonshire Integrated Care Board,22816.0,575.0,4968.0,28359.0,15308.0,561.0,4802.0,20671.0,7508.0,14.0,166.0,7688.0,0.7289044042455658,0.6709326788218793,0.9756521739130435,0.96658615136876,4100.0,0.0,0.0,4100.0,1447.0,5547.0,2744.0,1005.0,3,72.89044042455657,1
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,27302.0,2012.0,12391.0,41705.0,14666.0,1934.0,10407.0,27007.0,12636.0,78.0,1984.0,14698.0,0.6475722335451385,0.5371767636070618,0.9612326043737575,0.8398837866193205,7680.0,0.0,1.0,7681.0,4293.0,11974.0,2172.0,610.0,3,64.75722335451385,1
QKK,NHS South East London Integrated Care Board,41931.0,756.0,42858.0,85545.0,21873.0,756.0,39132.0,61761.0,20058.0,0.0,3726.0,23784.0,0.7219708925127126,0.5216426987193246,1,0.9130617387652247,10003.0,0.0,0.0,10003.0,2170.0,12173.0,4564.0,1554.0,3,72.19708925127127,1
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",10921.0,0.0,6064.0,16985.0,4554.0,0.0,5655.0,10209.0,6367.0,0.0,409.0,6776.0,0.6010597586105387,0.4169947806977383,-,0.9325527704485488,2990.0,0.0,52.0,3042.0,2335.0,5377.0,1331.0,844.0,3,60.10597586105387,1
QSL,NHS Somerset Integrated Care Board,13225.0,0.0,10379.0,23604.0,8625.0,0.0,10158.0,18783.0,4600.0,0.0,221.0,4821.0,0.7957549567869853,0.6521739130434783,-,0.9787070045283746,3290.0,0.0,0.0,3290.0,2160.0,5450.0,529.0,49.0,3,79.57549567869853,1
QWE,NHS South West London Integrated Care Board,45563.0,315.0,17356.0,63234.0,31345.0,315.0,16953.0,48613.0,14218.0,0.0,403.0,14621.0,0.7687794540911534,0.6879485547483704,1,0.9767803641392026,8283.0,6.0,170.0,8459.0,1577.0,10036.0,3842.0,2261.0,3,76.87794540911534,1
QF7,NHS South Yorkshire Integrated Care Board,46081.0,1014.0,13408.0,60503.0,30813.0,1014.0,13114.0,44941.0,15268.0,0.0,294.0,15562.0,0.7427896137381618,0.6686703847572752,1,0.9780727923627685,14719.0,0.0,471.0,15190.0,5228.0,20418.0,3591.0,190.0,3,74.27896137381617,1
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,14057.0,446.0,8807.0,23310.0,7192.0,446.0,8736.0,16374.0,6865.0,0.0,71.0,6936.0,0.7024453024453025,0.5116312157643879,1,0.9919382309526513,6019.0,0.0,0.0,6019.0,2944.0,8963.0,1826.0,1037.0,3,70.24453024453024,1
QJG,NHS Suffolk And North East Essex Integrated Care Board,24223.0,0.0,14937.0,39160.0,16440.0,0.0,14711.0,31151.0,7783.0,0.0,226.0,8009.0,0.7954800817160368,0.6786938034099822,-,0.984869786436366,9067.0,0.0,376.0,9443.0,1686.0,11129.0,2353.0,806.0,3,79.54800817160368,1
QXU,NHS Surrey Heartlands Integrated Care Board,28805.0,0.0,6863.0,35668.0,20277.0,0.0,6608.0,26885.0,8528.0,0.0,255.0,8783.0,0.7537568689020971,0.7039402881444193,-,0.9628442372140463,8869.0,0.0,0.0,8869.0,2415.0,11284.0,2230.0,724.0,3,75.37568689020972,1
QNX,NHS Sussex Integrated Care Board,35515.0,1537.0,29899.0,66951.0,21498.0,1468.0,28919.0,51885.0,14017.0,69.0,980.0,15066.0,0.7749697539991934,0.605321695058426,0.9551073519843851,0.9672229840462891,12148.0,37.0,31.0,12216.0,2497.0,14713.0,3112.0,1142.0,3,77.49697539991935,1
QUA,NHS Black Country Integrated Care Board,47818.0,1140.0,33668.0,82626.0,30203.0,972.0,31814.0,62989.0,17615.0,168.0,1854.0,19637.0,0.7623387311500012,0.6316240746162533,0.8526315789473684,0.9449328739455863,16155.0,0.0,0.0,16155.0,4336.0,20491.0,6374.0,1050.0,3,76.23387311500012,1
QWO,NHS West Yorkshire Integrated Care Board,66988.0,1969.0,25430.0,94387.0,45090.0,1969.0,24785.0,71844.0,21898.0,0.0,645.0,22543.0,0.761164143367201,0.6731056308592583,1,0.9746362563900904,14794.0,0.0,277.0,15071.0,4650.0,19721.0,6854.0,589.0,3,76.1164143367201,1
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",18854.0,319.0,11395.0,30568.0,11012.0,319.0,10986.0,22317.0,7842.0,0.0,409.0,8251.0,0.7300772049201779,0.5840670414766097,1,0.9641070645019746,6144.0,0.0,6.0,6150.0,3788.0,9938.0,1799.0,103.0,6,73.0077204920178,0
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",25606.0,0.0,17372.0,42978.0,15459.0,0.0,17163.0,32622.0,10147.0,0.0,209.0,10356.0,0.7590395085857881,0.6037256892915723,-,0.9879691457517845,6813.0,0.0,0.0,6813.0,2452.0,9265.0,748.0,6.0,6,75.90395085857881,0
QHL,NHS Birmingham And Solihull Integrated Care Board,38945.0,305.0,16341.0,55591.0,23873.0,305.0,16295.0,40473.0,15072.0,0.0,46.0,15118.0,0.7280495044161824,0.6129926819874182,1,0.99718499479836,11279.0,0.0,0.0,11279.0,6120.0,17399.0,4194.0,1775.0,6,72.80495044161825,0
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",24231.0,2174.0,9098.0,35503.0,15666.0,2086.0,8515.0,26267.0,8565.0,88.0,583.0,9236.0,0.7398529701715348,0.6465271759316578,0.9595216191352346,0.9359199824137173,7969.0,8.0,0.0,7977.0,3081.0,11058.0,2275.0,482.0,6,73.98529701715348,0
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",36316.0,5217.0,13749.0,55282.0,24125.0,5201.0,13099.0,42425.0,12191.0,16.0,650.0,12857.0,0.7674288195072537,0.664307743143518,0.9969331033160821,0.9527238344606881,10461.0,967.0,54.0,11482.0,7008.0,18490.0,1552.0,231.0,6,76.74288195072538,0
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,24752.0,0.0,12143.0,36895.0,14468.0,0.0,11610.0,26078.0,10284.0,0.0,533.0,10817.0,0.706816641821385,0.5845184227537169,-,0.95610639874825,5908.0,0.0,126.0,6034.0,1994.0,8028.0,2204.0,1342.0,6,70.6816641821385,0
QYG,NHS Cheshire And Merseyside Integrated Care Board,70172.0,3341.0,45530.0,119043.0,39256.0,3080.0,44264.0,86600.0,30916.0,261.0,1266.0,32443.0,0.7274682257671597,0.5594254118451805,0.92187967674349,0.9721941576982209,21323.0,106.0,0.0,21429.0,7971.0,29400.0,8903.0,3806.0,6,72.74682257671597,0
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,6521.0,0.0,12649.0,19170.0,2743.0,0.0,11767.0,14510.0,3778.0,0.0,882.0,4660.0,0.7569118414188837,0.42064100598067783,-,0.9302711676812396,2194.0,0.0,55.0,2249.0,1308.0,3557.0,1052.0,523.0,6,75.69118414188837,0
QWU,NHS Coventry And Warwickshire Integrated Care Board,27159.0,1282.0,9103.0,37544.0,16045.0,1069.0,8433.0,25547.0,11114.0,213.0,670.0,11997.0,0.6804549328787556,0.5907802201848374,0.8338533541341654,0.926397890805229,5592.0,87.0,65.0,5744.0,1729.0,7473.0,1333.0,135.0,6,68.04549328787556,0
QHM,NHS North East And North Cumbria Integrated Care Board,72884.0,2805.0,66453.0,142142.0,43456.0,2732.0,65204.0,111392.0,29428.0,73.0,1249.0,30750.0,0.783667037188164,0.5962351133307722,0.9739750445632799,0.9812047612598378,24426.0,32.0,696.0,25154.0,10843.0,35997.0,5350.0,497.0,6,78.3667037188164,0
QJK,NHS Devon Integrated Care Board,29872.0,140.0,14994.0,45006.0,16519.0,140.0,14574.0,31233.0,13353.0,0.0,420.0,13773.0,0.6939741367817625,0.5529927691483664,1,0.9719887955182073,8803.0,0.0,0.0,8803.0,4435.0,13238.0,2705.0,641.0,6,69.39741367817625,0
QVV,NHS Dorset Integrated Care Board,18258.0,0.0,9204.0,27462.0,11151.0,0.0,9198.0,20349.0,7107.0,0.0,6.0,7113.0,0.7409875464277911,0.6107459743674006,-,0.999348109517601,5817.0,3.0,0.0,5820.0,2786.0,8606.0,1232.0,228.0,6,74.09875464277911,0
QMF,NHS North East London Integrated Care Board,48220.0,3283.0,36984.0,88487.0,29187.0,2947.0,35271.0,67405.0,19033.0,336.0,1713.0,21082.0,0.7617503136053884,0.6052882621318955,0.8976545842217484,0.9536826735885788,14166.0,0.0,0.0,14166.0,1986.0,16152.0,3320.0,1327.0,6,76.17503136053884,0
QNQ,NHS Frimley Integrated Care Board,22963.0,941.0,11866.0,35770.0,13219.0,941.0,11710.0,25870.0,9744.0,0.0,156.0,9900.0,0.7232317584568074,0.5756652005399991,1,0.9868531939996629,5823.0,0.0,0.0,5823.0,314.0,6137.0,2435.0,376.0,6,72.32317584568074,0
QR1,NHS Gloucestershire Integrated Care Board,12855.0,0.0,8053.0,20908.0,7530.0,0.0,8006.0,15536.0,5325.0,0.0,47.0,5372.0,0.7430648555576813,0.5857642940490082,-,0.9941636657146405,2500.0,0.0,0.0,2500.0,1905.0,4405.0,952.0,676.0,6,74.30648555576813,0
QOP,NHS Greater Manchester Integrated Care Board,84210.0,3567.0,33812.0,121589.0,46346.0,3480.0,32416.0,82242.0,37864.0,87.0,1396.0,39347.0,0.676393423747214,0.550362189763686,0.975609756097561,0.9587128830001183,21751.0,140.0,628.0,22519.0,5484.0,28003.0,10567.0,2596.0,6,67.6393423747214,0
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,39119.0,2163.0,23278.0,64560.0,23952.0,2083.0,22869.0,48904.0,15167.0,80.0,409.0,15656.0,0.7574969021065675,0.6122855901224469,0.9630143319463708,0.9824297620070452,12475.0,19.0,3.0,12497.0,5341.0,17838.0,2512.0,84.0,6,75.74969021065675,0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,43193.0,0.0,31819.0,75012.0,27753.0,0.0,31074.0,58827.0,15440.0,0.0,745.0,16185.0,0.7842345224764038,0.642534669969671,-,0.9765863163518652,12397.0,0.0,229.0,12626.0,4942.0,17568.0,4875.0,2325.0,6,78.42345224764038,0
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,19277.0,1153.0,6191.0,26621.0,10454.0,1153.0,6175.0,17782.0,8823.0,0.0,16.0,8839.0,0.6679688967356598,0.5423043004616901,1,0.9974156032951058,5485.0,0.0,0.0,5485.0,1798.0,7283.0,1837.0,600.0,6,66.79688967356599,0
QM7,NHS Hertfordshire And West Essex Integrated Care Board,25590.0,0.0,22045.0,47635.0,14275.0,0.0,21188.0,35463.0,11315.0,0.0,857.0,12172.0,0.7444736013435499,0.5578350918327472,-,0.9611249716489,9628.0,0.0,79.0,9707.0,1206.0,10913.0,1190.0,151.0,6,74.447360134355,0
QOQ,NHS Humber And North Yorkshire Integrated Care Board,34751.0,340.0,30362.0,65453.0,17256.0,340.0,28352.0,45948.0,17495.0,0.0,2010.0,19505.0,0.7019999083311689,0.4965612500359702,1,0.9337988274817206,13986.0,4.0,0.0,13990.0,4062.0,18052.0,4656.0,1974.0,6,70.19999083311689,0
QJ2,NHS Derby And Derbyshire Integrated Care Board,29104.0,0.0,20225.0,49329.0,16966.0,0.0,19910.0,36876.0,12138.0,0.0,315.0,12453.0,0.7475521498510004,0.5829439252336449,-,0.9844252163164401,6817.0,0.0,291.0,7108.0,3154.0,10262.0,2518.0,973.0,6,74.75521498510004,0
QKS,NHS Kent And Medway Integrated Care Board,51834.0,0.0,41442.0,93276.0,35614.0,0.0,40401.0,76015.0,16220.0,0.0,1041.0,17261.0,0.8149470388953214,0.6870779797044411,-,0.974880555957724,12995.0,0.0,599.0,13594.0,3058.0,16652.0,4492.0,1938.0,6,81.49470388953213,0
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",22235.0,1959.0,13368.0,37562.0,12575.0,1886.0,13345.0,27806.0,9660.0,73.0,23.0,9756.0,0.740269421223577,0.5655498088599056,0.962736089841756,0.99827947336924,6337.0,0.0,0.0,6337.0,3222.0,9559.0,2256.0,647.0,6,74.0269421223577,0
QJM,NHS Lincolnshire Integrated Care Board,9857.0,0.0,19389.0,29246.0,3163.0,0.0,18101.0,21264.0,6694.0,0.0,1288.0,7982.0,0.7270737878684265,0.3208887085320077,-,0.933570581257414,4053.0,0.0,0.0,4053.0,1166.0,5219.0,2044.0,1059.0,6,72.70737878684265,0
QH8,NHS Mid And South Essex Integrated Care Board,29971.0,0.0,6231.0,36202.0,20739.0,0.0,6075.0,26814.0,9232.0,0.0,156.0,9388.0,0.7406773106458207,0.6919689032731641,-,0.9749638902262879,8811.0,0.0,209.0,9020.0,1175.0,10195.0,3362.0,41.0,6,74.06773106458206,0
QMM,NHS Norfolk And Waveney Integrated Care Board,26557.0,0.0,10902.0,37459.0,17668.0,0.0,10892.0,28560.0,8889.0,0.0,10.0,8899.0,0.7624335940628421,0.6652859886282336,-,0.9990827371124564,6491.0,0.0,0.0,6491.0,2535.0,9026.0,2087.0,493.0,6,76.2433594062842,0
QMJ,NHS North Central London Integrated Care Board,48277.0,6295.0,16450.0,71022.0,30492.0,6093.0,15112.0,51697.0,17785.0,202.0,1338.0,19325.0,0.7279012137084284,0.6316051121652132,0.96791104050834,0.918662613981763,7913.0,6.0,0.0,7919.0,1290.0,9209.0,3841.0,1831.0,6,72.79012137084284,0
QRV,NHS North West London Integrated Care Board,51364.0,3960.0,48262.0,103586.0,31170.0,3848.0,47151.0,82169.0,20194.0,112.0,1111.0,21417.0,0.793244260807445,0.6068452612724866,0.9717171717171718,0.976979818490738,15880.0,1.0,0.0,15881.0,1929.0,17810.0,3342.0,680.0,6,79.3244260807445,0
QPM,NHS Northamptonshire Integrated Care Board,21867.0,575.0,10743.0,33185.0,14712.0,572.0,10618.0,25902.0,7155.0,3.0,125.0,7283.0,0.7805333735121289,0.6727946220332007,0.9947826086956522,0.9883645164293028,3944.0,0.0,0.0,3944.0,1484.0,5428.0,2526.0,737.0,6,78.05333735121289,0
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,27555.0,2178.0,11297.0,41030.0,15465.0,2067.0,10915.0,28447.0,12090.0,111.0,382.0,12583.0,0.6933219595417986,0.5612411540555253,0.9490358126721763,0.9661857130211561,7961.0,0.0,0.0,7961.0,4042.0,12003.0,1941.0,529.0,6,69.33219595417987,0
QKK,NHS South East London Integrated Care Board,39927.0,739.0,40102.0,80768.0,22104.0,739.0,37461.0,60304.0,17823.0,0.0,2641.0,20464.0,0.7466323296354992,0.5536103388684349,1,0.9341429355144382,8580.0,0.0,0.0,8580.0,1990.0,10570.0,3747.0,1330.0,6,74.66323296354992,0
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",10501.0,0.0,5769.0,16270.0,4535.0,0.0,5518.0,10053.0,5966.0,0.0,251.0,6217.0,0.6178856791641057,0.4318636320350443,-,0.9564915929970532,2908.0,0.0,146.0,3054.0,1992.0,5046.0,1086.0,647.0,6,61.78856791641058,0
QSL,NHS Somerset Integrated Care Board,13146.0,0.0,10256.0,23402.0,7655.0,0.0,10062.0,17717.0,5491.0,0.0,194.0,5685.0,0.7570720451243483,0.5823064049901111,-,0.9810842433697348,3180.0,0.0,0.0,3180.0,2064.0,5244.0,270.0,8.0,6,75.70720451243483,0
QWE,NHS South West London Integrated Care Board,41577.0,305.0,18187.0,60069.0,28263.0,305.0,17819.0,46387.0,13314.0,0.0,368.0,13682.0,0.7722286037723285,0.6797748755321452,1,0.9797657667564744,7802.0,1.0,143.0,7946.0,1612.0,9558.0,3370.0,2071.0,6,77.22286037723285,0
